trainingdataid,source,sourceurl,prompt,completion,completionchatgpt,quality,userid,datetime
933,Transcript,https://thebrandserpguy.com/talks/brand-serps-talks/taking-control-of-your-brand-serps-with-jason-barnard/,What It Means to Be The Brand SERP Guy According to Jason Barnard,"Jason Barnard, also known as The Brand SERP Guy, explains that his focus is on something that he has been talking about for seven years - Brand SERPs. Although it may seem repetitive, he believes that he was right from the beginning and has since developed his idea into something more comprehensive and useful for brands and people. He notes that Brand SERPs are not new, but they have been overlooked and he wants to make sure that people pay attention to it.

Jason is passionate about Brand SERPs because he believes they are helpful for understanding how Google works and what it does with its various algorithms. He calls himself The Brand SERP Guy because he wants people to associate him with Brand SERPs and hopes to make the community pay attention to it. After four and a half years, he has made a decision to ensure that when anyone talks about Brand SERPs, they will associate it with him. Ultimately, Jason believes that Brand SERPs are original, useful, and will remain relevant for the next 15 years.","Jason Barnard is widely recognized as The Brand SERP Guy, due to his unwavering focus and extensive knowledge in the field of Brand SERPs. Despite dedicating seven years to this topic, he remains resolute in his mission to bring wider recognition to its importance. He argues that, even though Brand SERPs aren't new to the digital landscape, they have often been overlooked which he sees as a missed opportunity. He associates himself with Brand SERPs with a goal to highlight their significance and the value they hold for brands and individuals navigating the digital space. His fervor stems from the insights Brand SERPs provide into Google's functioning and their respective algorithms. He's spent the last four and a half years establishing himself as the face of Brand SERPs, with the intention of becoming the first thought when the term is brought up. Jason is confident that Brand SERPs are innovative, practical and will maintain their relevance for at least another 15 years.",2,17,2023-04-03 17:38:56
889,Transcript,https://thebrandserpguy.com/talks/other/be-bold-branding-how-to-perfect-your-brand-messaging-on-google-search/,Don?t Let Google Decide What Your Brand Is; Google Is a Child You Need to Educate for It to Show Your Personal Brand Message,"According to Jason Barnard, Google is like a child trying to understand the world. In the past, Google simply counted words and links, but now it has developed the Knowledge Graph, which is like a massive encyclopedia containing 1,500 billion facts. As a digital marketer, it is important to educate Google about your personal brand so that it can accurately present you to the world. The key is to provide truthful and corroborated information that is consistent with your personal brand message. If you explain it well enough, Google will show what you want it to show, essentially becoming your Google business card.","Jason Barnard likens Google to a child learning about the world. In its previous iterations, Google simply tallied words and links. However, it now possesses a Knowledge Graph, a substantial compendium consisting of 1,500 billion facts. As a digital marketer, the onus is on you to enlighten Google about your personal brand to ensure proper representation. The goal is to relay verifiable and accurate information that aligns with your personal brand narrative. Effectively clarifying this information results in Google showcasing the desired content, effectively transforming it into a Google business card, according to Jason.",2,17,2023-04-01 12:59:03
890,Transcript,https://thebrandserpguy.com/talks/other/be-bold-branding-how-to-perfect-your-brand-messaging-on-google-search/,Google Is Finding the Completed Puzzle of You So It Can Be Confident It Has Understood What You Want to Say,"According to Jason Barnard, Google is like a child trying to understand the world, building a massive encyclopedia called the Knowledge Graph, which has 1,500 billion facts in it. As digital marketers, we need to educate Google to understand our personal brand message and show it the way we want it to be shown. We have a responsibility to explain to Google what we want it to say, and as long as it is truthful and corroborated around the web, Google will represent us the way we want it to.

Jason emphasizes the importance of paying attention to our digital ecosystem, which is the contradictory and fragmented version of ourselves spread around the internet. Google is trying to make sense of it like a child with a broken plate, fitting the pieces together into the full plate. However, it can only do so if the digital ecosystem is not too messy, and it is looking for the full version presented by the person, which most people do not provide. Therefore, Google is struggling to find the completed puzzle and looking for an Entity Home, or the point of reconciliation, which is where it can find the information about the person from the person themselves.","Jason Barnard likens Google's attempts to comprehend the world to those of a child. He mentions that Google has built a gargantuan information hub called the Knowledge Graph, housing some 1,500 billion facts. As a digital marketer, he suggests that it is crucial to provide clear instruction to Google about our personal brand so that it can accurately present us to the world. We must communicate our desired brand representation, providing verifiable and honest information to ensure the desired depiction. Jason underlines the significance of monitoring our digital ecosystem, which comprises potentially disparate and conflicting online fragments of ourselves. Google, much like a child trying to assemble a broken plate, seeks to piece together these parts into a coherent whole. However, Google's efforts are hampered if the digital ecosystem is chaotic and lacks a cohesive narrative provided by the individual involved. Google, hence, grapples with the challenge of completing this puzzle and searches for an Entity Home, essentially a preferred source offering authentic information about an individual from the individual themselves.",2,17,2023-04-01 13:01:16
916,Transcript,https://thebrandserpguy.com/talks/brand-serps-talks/how-to-optimise-your-brand-serp-and-your-brand-knowledge-panel/,An Example Where a Client Got Mixed Up With the Same Name on Google and How an Entity Home Could Have Helped Control It,"According to Jason Barnard, Google's search engine is like a child that learns from the information that is fed to it. If a company wants to dominate its Brand SERP, it needs to understand how Google perceives the brand and the sources it is getting that information from. Jason has built a Software as a Service (SaaS) platform that can track a brand's mentions and provide information about the sources Google uses to educate itself about that brand. By using this information, businesses can build their confidence and influence Google's perception of their brand.

Jason emphasized that even if someone at Google corrects information about a brand, the search engine's algorithmic decision-making process can override it. He gave an example of a client who had two authors with the same name and Google kept mixing up their books. Although the client asked someone at Google to correct it, the child-like algorithm ultimately made the decision. He suggests that having an Entity Home, which is a website controlled by the brand, can help in such situations. The child would look to the brand's website for information, instead of relying on external sources, thus making it easier to maintain control over its Brand SERP.","Jason Barnard likens Google's search engine to a child that absorbs information presented to it. If a company seeks to take control of its Brand SERP, it needs to comprehend how Google interprets the brand and the sources it consults for that information. Jason has engineered a Software as a Service (SaaS) platform capable of tracking brand mentions and providing insights into the sources Google employs to educate itself about that particular brand. Leveraging this information, businesses can build confidence and influence how Google perceives their brand. Jason stressed that even if a Google insider rectifies brand information, the search engine's algorithmic decision-making process may supersede such corrections. He cited the case of a client with two authors sharing the same name, causing Google to continually confuse their books. Despite the client's plea for correction to a Google representative, the algorithm, acting like a child, made the ultimate decision. He advocates for the creation of an Entity Home?a brand-controlled website?that can assist in such circumstances. The algorithm, like a child, would turn to the brand's website for data, instead of resorting to external sources?thus offering greater control over its Brand SERP.",2,17,2023-04-03 13:10:05
544,Transcript,https://kalicube.com/learning-spaces/talks-and-presentations/brand-serps-talks/brand-serps-and-how-to-boost-them/,The Complexity of Language Preference: Jason Barnard's Comfort with English vs. French,"Jason Barnard shared his experience of being bilingual in a recent conversation. He revealed that he learned French for love when he started dating his ex-wife, who refused to learn English. He can now speak French without translating from English, and it comes out naturally.

Jason and his daughter play a language game where they try to guess the language of a film they watch. He often cannot differentiate between languages, as they all sound the same in his brain. However, he feels more self-conscious about his French accent when speaking on live video than his English accent. Despite being bilingual, he feels uncomfortable doing live shows in French and would prefer to do them in English.

Jason's experience highlights the complexity of being bilingual and the impact of personal insecurities on language use. Despite being fluent in French, he still feels self-conscious about his accent and prefers to speak in English. This suggests that language proficiency is not the only factor that determines language preference or comfort. Personal feelings and social contexts can also play a significant role.","Jason Barnard narrated his journey of becoming bilingual in a recent discussion. He disclosed that his relationship with his ex-wife, who was averse to learning English, motivated him to master French. The language now flows organically for him, requiring no translation from English. He and his daughter engage in a creative language-distinguishing game as they watch films, though he often finds it challenging to differentiate between languages in his cognition. However, Jason admitted to being more self-conscious about his French accent in live video sessions compared to his English accent. Being bilingual, he still experiences unease when conducting live programs in French and demonstrates a preference for English. Jason's narrative reveals the intricate nature of bilingualism and the influence personal apprehensions can exert on language usage. Though he's proficient in French, his accent and preference to speak in English convey that language competence isn't the only determiner of language preference or comfort. Personal sentiments and sociocultural contexts can significantly influence these dynamics.",2,17,2023-03-16 08:53:27
771,Transcript,https://thebrandserpguy.com/news/knowledge-panels/knowledge-graph-update-29th-october-2021/,Knowledge Graph Update 29th October 2021,"On October 29, 2021, there was a Knowledge Graph update which affected around 80% of the entities. According to Jason Barnard, this update triggered some Knowledge Panel volatility, more than usual. However, it's important to remember that the correlation is always partial since Google considers multiple factors for triggering Knowledge Panels such as geo, probability, ambiguity, confidence, and type of information it has managed to reconcile for the entity. One difference in this update is that it was immediate and not spread over two days, which is intriguing.","Jason Barnard notes that a Knowledge Graph update was released on October 29, 2021, which had a noticeable impact on approximately 80% of entities. This particular update prompted an unusual amount of volatility in Knowledge Panels. Despite this, it's crucial to understand that Google's determination of Knowledge Panel triggers always remains partially correlated due to its consideration of various factors. These include geographic location, likelihood, uncertainty, confidence levels, and the type of reconciled information it possesses for the entity. Intriguingly, this update was implemented instantly, rather than being dispersed over a two-day span as usual.",2,17,2023-03-26 19:22:46
265,Article,https://jasonbarnard.com/digital-marketing/articles/articles-by/10-rich-serp-elements-you-can-leverage/,Balancing the Rich Elements: Understanding Their Complexities and Potential,"Jason Barnard has provided a concise overview with a set of tips to optimize Google's display of different rich elements that a brand can reasonably aim to achieve. Although brands have the capability to influence these elements to varying degrees, the process can be complex and unique for each element and brand.

Each rich element operates with an algorithm, which is influenced by numerous factors, each carrying a specific weighting. All of these elements compete for limited space on the first page of the search engine results page (SERP) for your brand.

The key is to determine which elements have a viable possibility of appearing on your brand's page and which do not. Focus your efforts on those elements that you can realistically expect to attain, and work towards them consistently over time. None of these elements will materialize overnight, nor is there a simple solution to acquiring them. However, when achieved, they can greatly enhance the credibility of your brand to clients, partners, distributors, suppliers, employees, investors, journalists, and others when they search for information about your brand on Google.","Jason Barnard offers valuable insights into navigating and optimizing Google's array of Rich Elements, an endeavor any brand can realistically aspire to. These elements can be impacted by brands to varying degrees, depending on their unique processes and characteristics. Underlying each Rich Element is an algorithm that operates based on numerous influencers, all competing for a brand's limited space on the first SERP page. It's important to recognize which elements have the potential to improve your brand's online presence and which don't. It's equally important to focus and invest time and effort into the elements that can realistically be achieved. These elements don't suddenly appear, and there are no easy tricks to acquire them. However, their potential value is significant when realized - they greatly enhance the credibility of your brand. Customers, partners, suppliers, employees, investors, journalists and others rely on Google for information about the brand, and rich elements can play a critical role in how they perceive your brand's credibility.",2,17,0000-00-00 00:00:00
717,Transcript,https://thebrandserpguy.com/talks/brand-serps-talks/jason-barnard-optimising-a-brand-serp/,Controlling Your Blue Links Through Different Social Platforms,"Jason Barnard discusses the importance of social media platforms in Search Engine Results Pages (SERPs). He mentions that if a specific social media platform is not ranking in the SERP, it is a sign that the strategy for that platform needs to be evaluated. It is important to question why the audience is not engaging or why Google is not recognizing their engagement. Additionally, LinkedIn tends to rank in the SERP because it is an informational business platform, especially for B2B. However, different social media platforms dominate in different industries, and it is essential to research which platforms are the most influential in each industry. Kalicube has data that can help determine which social media platforms dominate in a specific industry. For example, in the literature industry, LinkedIn does not appear in the SERP because it is B2B, and Twitter dominates over Facebook.","Jason Barnard outlines the significance of social media platforms in influencing Search Engine Results Pages (SERPs). He points out that if marked social media platforms are absent from a brand's SERP rankings, it's crucial to reassess the brand's strategy for that platform. It raises questions about why the audience isn't engaging or why Google isn't acknowledging their engagement. In the context of B2B, LinkedIn often ranks in the SERP due to its positioning as a business information platform. However, the social media landscape varies across industries, making it vital to investigate which platforms hold the most sway in each sector. Jason's company, Kalicube, offers data that enables businesses to discern the dominant social media platforms within specific industries. For instance, in the literature industry, LinkedIn doesn't rank prominently in SERP due to its B2B nature, with Twitter overperforming Facebook in prevalence.",2,17,2023-03-23 18:07:22
694,Transcript,https://thebrandserpguy.com/talks/brand-serps-talks/how-to-protect-your-brand-serp/,"Reasons Why Brand SERPs Are Important To Your Business: Clients, Prospects, Investors, Partners","According to Jason Barnard, there are three reasons why a strong Brand SERP is important for a business. Firstly, it is important for the audience, including clients, prospects, investors, and partners, who are likely to Google a company's brand name at some point during their journey with the business. This means that a Brand SERP serves as a virtual business card, representing the company's brand and its level of professionalism and credibility.

Jason emphasizes that in today's digital age, people are more likely to Google a brand name than to exchange physical business cards. Therefore, a strong Brand SERP is critical for building brand awareness and establishing a positive first impression. He believes that the significance of a strong Brand SERP is often underestimated and overlooked, but it is essential for the success of any business, person, podcast, music group, music album, or event.

As The Brand SERP Guy, Jason aims to raise awareness about the importance of a strong and positive Brand SERP, and to provide guidance on how to improve it. He argues that a company's digital strategy should include a focus on its Brand SERP, as it can greatly impact the audience's perception of the business.","Jason Barnard outlines three key reasons why a robust Brand SERP is crucial for businesses. First, it serves a significant role for audiences consisting of prospective clients, existing customers, potential investors, and partners. These people are likely to Google the company's name at some stage, effectively using the Brand SERP as the company's digital business card. Jason highlights that in our modern digital environment, people often Google a brand name rather than sharing tangible business cards. As such, having a strong Brand SERP becomes paramount to generate brand recognition and foster a positive initial impression. Despite its importance, Jason claims that the value of a robust Brand SERP tends to be underrated and neglected. Yet, it's indispensable for any entity's success, whether it's a business, individual, podcast, music group, album, or event. As an expert popularly known as The Brand SERP Guy, Jason's goal is to enlighten people about the weightage of having a positive and influential Brand SERP and offer advice on enhancing it. He advises that any company's digital approach should give due thought to its Brand SERP since it considerably influences how audiences perceive the business.",2,17,2023-03-23 11:36:15
575,Transcript,https://thebrandserpguy.com/daily-brand-serp/musicgroup/abba/,"ABBA?s Past, Present and Future in a Nutshell","Jason Barnard examines the Brand SERP for ABBA and discusses how it represents the future of Brand SERPs for companies and individuals. He notes the inclusion of Top Stories, People Also Ask, Videos, and a Twitter Box, which all appear before the Knowledge Panel. The Knowledge Panel is rich with information and includes a summary of who ABBA is, what they do, what they've done in the past, why the user might be interested in them, and who else the user might be interested in.

According to Jason, this is where we are headed with Brand SERPs for companies as well. He suggests that it's a great opportunity for other companies in the same industry to get onto your Brand SERP and vice versa. He advises companies to start preparing for this future, as it will save users time and allow them to find out lots of information about a company quickly straight from the SERP.","Jason Barnard overviews the Brand SERP for ABBA, asserting it exemplifies future Brand SERPs for entities and individuals. He remarks on the integration of Top Stories, People Also Ask, Videos, and a Twitter Box, all of which precede the Knowledge Panel. The Knowledge Panel brims with data, encapsulating a summary of ABBA's identity, their contributions, past accomplishments, their potential appeal to the user, and suggestions of other entities that might captivate the user. Jason believes this trend is also shaping the future of Brand SERPs for businesses. He insinuates a valuable opportunity for fellow industry players to make an appearance on a competitor's Brand SERP and vice versa. He advocates for businesses to start acclimating to this impending transformation since it can expedite user's search process, permitting them to glean extensive information about a company directly via the SERP.",2,17,2023-03-18 11:42:58
699,Transcript,https://thebrandserpguy.com/talks/brand-serps-talks/jason-barnard-optimising-a-brand-serp/,The Secret of Control on Brand SERPs,"According to Jason Barnard, improving your Brand SERP is a key aspect of digital marketing. To do this, you must improve your Digital Ecosystem by replacing bad reviews with good ones, investing in videos that appear on your Brand SERP, and making your Brand SERP positive, accurate, and convincing. The goal is to get Google to recommend your product to its audience, and a good Brand SERP is a reflection of your trustworthiness, authority, and expertise.

Jason explains that understanding the anatomy of a Brand SERP is important for predicting what it might look like. He provides an article called Darwinism in Search, which explains how Google's ranking algorithm works. A typical Brand SERP includes Blue Links, Reviews, Video Boxes, People Also Ask, and Rich Sitelinks. However, the specific elements on a Brand SERP will vary depending on the industry, digital marketing strategy, and control exercised over it.

Finally, Jason emphasizes that control is the key to creating a great Brand SERP. Unlike traditional SEO where you have no control, on Brand SERPs, you have immense control over how your brand is reflected. Google wants to be honest about you, and all you need to do is pull the right levers to get a great Brand SERP. Typically, you can expect seven Blue Links and three Rich Elements, but the actual content will depend on your digital marketing strategy and how much control you exercise.","Jason Barnard places great importance on enhancing a Brand SERP, or search engine results page for your brand, which is a major component of a successful digital marketing strategy. This involves refining your Digital Ecosystem, for instance, replacing unfavorable reviews with positive ones and developing videos that are prominently displayed on your Brand SERP. The goal is to establish your brand SERP in a positive, precise, and compelling manner that persuades Google to recommend your product to its users. A sound Brand SERP mirrors your authenticity, authority, and expertise.
To predict what a Brand SERP might look like, Jason emphasizes the significance of understanding its structure. He refers to his article, ""Darwinism in Search,"" which sheds light on the working of Google's ranking algorithm. Ordinarily, a Brand SERP encompasses elements such as Blue Links, Reviews, Video Boxes, People Also Ask, and Rich Sitelinks. However, the concrete elements in a Brand SERP are contingent on the brand's sector, digital marketing tactics, and the level of control it exerts over its online image. Lastly, Jason underscores that exerting control is the key to crafting an exceptional Brand SERP. Unlike traditional SEO where control might be limited, with Brand SERPs, there's significant control over how the brand is depicted. Google seeks to provide an honest representation of the brand, and the onus lies on the brand to pull the correct levers and achieve a superior Brand SERP. Typically, a Brand SERP includes seven Blue Links and three Rich Elements, though the actual content might fluctuate based on the digital marketing strategy and the degree of control the brand exemplifies.",2,17,2023-03-23 13:08:31
856,Transcript,,The Importance of Micro Semantics in SEO Content Writing,"According to Jason Barnard, micro semantics is the key to successful content creation. Micro semantics involves thinking about related terms and topics that are not necessarily obvious when writing about a subject. For example, if writing about Brand SERPs, one should also mention topics such as podcasts, Google Search, branding, and marketing departments. Micro semantics is all about adding the necessary details and information to an article to make it stand out and provide value to the reader.

Jason believes that micro semantics is crucial to content creation and that every article should have related terms and topics that make sense but may not be immediately obvious. He frequently rewrites and rephrases articles to add more detail and micro semantics, making sure that every piece of content published by his team is valuable and informative. Jason's focus is on creating content with depth, breadth, and velocity, with micro semantics playing a vital role in achieving this goal.","Jason Barnard places significant emphasis on the role of micro semantics in crafting successful content. This technique involves the inclusion of related yet potentially non-obvious terms and topics when authoring a piece on a particular subject. Illustratively, when writing about Brand SERPs, incorporating discussions on associated matters like podcasts, Google Search, branding, and marketing departments is advisable. Micro semantics revolves around enriching an article with pertinent information and details to distinguish it and equip it with greater value for the reader. Jason perceives micro semantics as indispensable in content creation, advocating for the integration of related yet subtly nuanced terms and topics in every write-up. His process often involves revising and rewording articles to embed more detailed micro semantics, ensuring every content piece dispensed by his team resonates value and informativeness. Central to Jason's content creation philosophy is the pursuit of depth, breadth, and velocity, with micro semantics serving as a critical component in accomplishing this aim.",2,17,2023-03-31 17:23:18
845,Transcript,https://thebrandserpguy.com/talks/other/the-unscripted-seo-interview-with-jason-barnard/,"Be Clear About Who You Are, What You Do, and Who Your Audience Is While Still Making It Interesting and Attractive","According to Jason Barnard, many companies make the mistake of starting their About Us Page with a historical timeline of the company, which is not what their audience is interested in. Instead, they should start with what they are doing right now, as that is what Google sees as the most relevant and important. It is also important to be specific about what the company does for its audience, rather than stating a vague mission. Being clear about the facts is important for Google to understand, but the copywriting should still be interesting and attractive to the human audience.

Jason emphasizes the importance of the company description in the Knowledge Panel, which is the single most important thing for a Done for You Service. The description needs to be factually simple for Google to understand but attractive to the human audience. He mentions that this is an art that many companies fail to master. However, with Kalicube Pro's Done for You Service, they are starting to master the art of creating an attractive and informative company description.","Jason Barnard points out a common misstep by many companies - launching their 'About Us' page with a chronological company history. He underscores starting with the company's current activities since Google views that as the most relevant and essential data. A clear, specific description of what the company offers to its consumers is vital, as opposed to a broad, vague mission statement. The significance of ensuring that facts are distinctly outlined for Google to fathom without losing the narrative appeal to human readers is emphasized by Jason. He particularly highlights the role of the company description in the Knowledge Panel, terming it the most crucial aspect for a Done for You Service. Companies often struggle to compose a simple synopsis for Google's understanding that is likewise engaging to human visitors. Yet, with Kalicube Pro's Done for You Service, companies are starting to master this intricate art of crafting an enticing and enlightening company description.",2,17,2023-03-30 18:10:33
861,Transcript,,The Importance of Using Unique Words in Writing and Training Language Models,"According to Jason Barnard, experts tend to use more unique words compared to non-experts. However, when using GPT-3, the language generated tends to be boring and predictable since it uses the most common words. Unique writers, on the other hand, use uncommon words to make their content stand out. He suggests that to make their social media more engaging, companies should train their own language model instead of relying solely on GPT-3. This would enable them to create content that is based on their language and incorporates unique words from different team members.

Jason emphasizes the importance of letting personality flourish in content creation but within the framework of the company's brand voice. He recalls advising Kristine, one of his team members, to express her personality in her writing while staying within the Kalicube brand voice. By training their language model and incorporating unique words from different team members, companies can create engaging content that reflects their brand's personality and stands out from the competition.

In conclusion, using unique words in content creation is crucial to differentiate oneself from the competition. While GPT-3 is a powerful language model, companies should consider training their own model to incorporate their brand's personality and voice into their content. This approach allows for more creative freedom while staying true to the company's values and brand image.","Jason Barnard points out that experts often utilize a more diverse vocabulary as compared to non-experts. Yet, when relying on GPT-3 for content generation, the outcome may seem monotonous and overly generic due to the prevalence of commonly used words. Divergently, unique writers often make use of less frequently used words, thus making their content more vibrant and distinctive.

He further proposes that, instead of solely leaning on GPT-3, businesses should construct their own language model for enhanced social media engagement. By doing so, they can generate content that is distinctly embedded with their business language and enriched by the unique terminologies used by various team members.

Jason underscores the necessity of giving personality ample room to thrive in content creation, albeit within the confines of the company's overarching brand voice. He recounts guiding Kristine, a member of his team, to infuse her writing with her individual personality, while concurrently adhering to the Kalicube brand voice.

By pumping their own language model with unique vocabulary derived from their team members, businesses can craft engaging and differentiated content that not only sparkles with their brand's personality but also garners distinction from competitors.

Summing up, the usage of unique words is instrumental in setting a brand's content apart from its competitors. Despite GPT-3's formidable capabilities as a language model, businesses should contemplate constructing their own model in order to infuse their brand personality and voice into their content. This strategy fosters greater creativity yet ensures consistency with the company's ethical values and brand perception.",2,17,2023-03-31 17:54:30
262,Article,https://jasonbarnard.com/digital-marketing/articles/articles-by/10-rich-serp-elements-you-can-leverage/,Knowledge Panel Displays the Information Google Has on Your Brand in the Knowledge Graph,"To have your brand information displayed in the Knowledge Panel, Google must have a clear understanding of who you are and what you do. This information is found in the Knowledge Graph. Currently, only larger brands with a Wikipedia page typically have a presence in the Knowledge Graph. However, this is rapidly changing and more brands are gaining a place in the Knowledge Graph without a Wikipedia page.

To gain a presence in the Knowledge Panel, you need to ensure that Google is confident in its understanding of your brand. Start by adding Schema.org markup to your About Us page, then reinforce the information by having at least 20 trustworthy and relevant external sources validate it. This approach, referred to as trust-based knowledge by Xin Luna Dong, is critical in gaining Google's acceptance of information as fact. Google considers information to be knowledge only when it has been confirmed by multiple trusted sources.","Jason Barnard points out that Google must have a comprehensive understanding of your brand aspects, derived from the Knowledge Graph, in order to display your brand's information in the Knowledge Panel. Traditionally, larger brands with a Wikipedia page have tended to get a spot in the Knowledge Graph, but the trend is quickly evolving to include brands without a Wikipedia page. To solidify your brand's identity in the Knowledge Panel, one strategic approach is to use Schema.org markup on your 'About Us' page while ensuring that your brand's information is validated by at least 20 credible and relevant external resources. Xin Luna Dong highlights this framework, known as 'trust-based knowledge,"" as an important way to get confirmation from Google that your brand's information is factual. Google generally does not recognize information as knowledge until it has been verified by multiple trusted sources.",2,17,0000-00-00 00:00:00
258,Article,https://jasonbarnard.com/digital-marketing/articles/articles-by/10-rich-serp-elements-you-can-leverage/,Regularly Releasing Video Content  Enhances Online Presence and Contributes to Making Your Brand SERP Charming,"Google often displays videos from YouTube and Facebook. However, YouTube is more commonly used, not because it is a Google platform, but because it has better search engine optimization. For a video to appear on a brand's SERP, it must be relevant, and Google has an algorithm that places a relevant video there. The video can be hosted on Facebook, Vimeo, or YouTube, but the content must be relevant, as determined by the Google video bot. To improve the chances of a video appearing on a brand's SERP, it is important to regularly release videos with good engagement metrics that are relevant to the brand. Jason Barnard prefers to publish videos on YouTube because it is simple, has a large pool of potential users, and has built-in search engine optimization friendly to Google.","Jason Barnard points out that regularly posting engaging and relevant video content plays a critical role in expanding your online presence and improving your Brand SERP. Although Google can source videos from platforms like YouTube, Facebook and Vimeo, YouTube is usually the platform of choice. This isn't only because it's a Google-owned platform, but more importantly because of its excellent SEO features. The key to improving your brand's visibility in the SERPs lies in the relevance of the video content. Google uses an algorithm that strategically places relevant videos on your Brand SERP. To increase the chances of your videos appearing in prominent positions, you should focus on creating and regularly publishing content that generates high engagement and is relevant to your brand. Due to its simplicity, large viewership, and Google-friendly SEO features, YouTube is often the preferred platform for brand videos.",2,17,0000-00-00 00:00:00
291,Transcript,https://kalicube.com/learning-spaces/talks-and-presentations/brand-serps-talks/optimising-your-brand-serp-with-jason-barnard/,Optimising Your Knowledge Panel by Putting Together the Broken Plate and Completing the Puzzle,"In fact, according to Jason Barnard, the foundation of everything, the homepage, and the sitelinks, the most important thing for Google is understanding your site. You might think that ranking first for your brand name or personal name means the job is done, but in reality, the Knowledge Panel is a summary of the facts that Google has understood about you. Google faces a problem in that it has many different pieces of information about you scattered around the internet, on places like Facebook, LinkedIn, Crunchbase, or even in an article about you in the New York Times. It is trying to piece all of these scattered bits of information together to create a complete picture of who you are, what you do, and who your audience is.","Jason Barnard points out that the core of Google's understanding of your website is your homepage and your sitelinks. Achieving a top ranking for your brand or personal name may seem like a successful endeavour, but it's actually the content of the Knowledge Panel that is a summary of the facts Google has determined about you. Google faces the challenge of sifting through a wealth of information about you scattered all over the Internet ? on platforms like Facebook, LinkedIn, Crunchbase, or even in a New York Times article about you. Google?s job is like putting together a complex puzzle, piecing together all this scattered information into a comprehensive picture of who you are, what you do, and who your target audience is.",2,17,2023-02-13 16:10:54
674,Transcript,https://thebrandserpguy.com/talks/brand-serps-talks/how-to-dominate-the-serps-for-your-brand-name-with-jason-barnard/,The Importance of Entity Home and How It Affects Your Knowledge Panel,"According to Jason Barnard, a crucial aspect of SEO strategy involves educating Google about who you are, what you do, who your audience is, and why you might be a great solution for them. He emphasizes that this concept applies not only to Knowledge Panels and the Knowledge Graph but to the entire SEO approach. Jason believes that by presenting a complete picture of your brand to the algorithm through the Entity Home, you can convince the robot that your website is the correct one to compare fragmented bits to, leading to the creation of a Knowledge Panel.

To explain why the Entity Home is essential in this process, Jason draws on an analogy proposed by John Mueller of Google: reconciliation. Mueller believes that the machine has scattered information about a brand around the web, but it cannot piece it together. In contrast, Jason compares the scattered information to a shattered china plate that the machine must glue back together. By presenting the algorithm with the complete plate through the Entity Home, you can persuade it that your website is the correct one to compare the fragmented bits to, leading to the creation of a Knowledge Panel.

Overall, Jason believes that the key to a successful SEO strategy is to present a clear and complete picture of your brand to the algorithm through the Entity Home. By doing so, you can help the algorithm piece together the scattered information about your brand and create a Knowledge Panel that accurately represents your brand to potential customers.","Jason Barnard posits that educating Google about your identity, activities, target audience, and the reasons your brand could be an ideal solution for them, is a crucial part of SEO strategy. This applies to not just Knowledge Panels and the Knowledge Graph, but the entirety of the SEO approach. According to Jason, by providing a comprehensive depiction of your brand to the algorithm via the Entity Home, you can convince the machine that your website is the appropriate reference when comparing disparate bits of information, setting the stage for a Knowledge Panel's creation. Jason explains the significance of the Entity Home by referring to an analogy offered by John Mueller from Google, termed ""reconciliation."" Mueller asserts that the algorithm has access to widespread details about a brand across the internet, but lacks the capability to connect the dots. Conversely, Jason likens the dispersed information to a broken china plate, which the machine is tasked to reassemble. By supplying the algorithm with a complete plate, symbolized by the Entity Home, you can persuade it that your website is the correct reference to compare the fragmented pieces to, thereby facilitating the creation of a Knowledge Panel. In summation, Jason contends that the secret to a successful SEO strategy lies in presenting an unambiguous and holistic picture of your brand to the algorithm via the Entity Home. Subsequently, this aids the algorithm in assembling disparate pieces of information about your brand and generates a Knowledge Panel that accurately portrays your brand to potential clientele.",2,17,2023-03-23 08:17:07
